data1: [1 5 5 2 4 8 3 9 4 6 2 2 4 4 6 5 5 5 4 8]  mean = 4.6
data85: [8 4 1 5 2 1 6 7 9 9 6 6 1 2 9 6 7 8 3 7]  mean = 5.35
data86: [9 3 3 3 1 7 2 2 3 9 6 4 7 6 4 1 8 4 5 7]  mean = 4.7
data87: [3 6 4 9 6 7 5 7 8 2 2 1 3 2 5 5 5 8 9 4]  mean = 5.05
data88: [6 2 5 2 8 3 1 2 5 9 3 9 7 4 4 2 6 2 9 1]  mean = 4.5
data89: [6 9 6 2 2 4 4 5 9 9 6 7 3 8 1 7 1 4 4 3]  mean = 5.0
data90: [7 5 8 5 1 8 8 1 7 9 3 4 5 6 9 4 6 4 1 9]  mean = 5.5
data91: [2 2 3 1 7 6 9 4 9 1 4 6 1 1 2 9 2 7 7 6]  mean = 4.45
data92: [5 7 4 2 8 9 2 2 4 8 9 7 5 9 3 6 2 5 6 4]  mean = 5.35
data93: [8 3 7 8 6 5 7 8 4 9 4 8 8 1 9 2 1 3 6 4]  mean = 5.55
data94: [4 7 9 5 9 7 9 6 7 6 2 7 7 6 2 4 2 4 2 6]  mean = 5.55
data95: [8 8 2 4 8 5 5 2 2 6 8 1 9 1 1 9 6 8 4 9]  mean = 5.3
data96: [5 8 2 6 6 8 8 3 5 5 3 9 1 4 1 5 7 9 2 7]  mean = 5.2
data97: [3 3 4 9 2 3 2 7 7 4 5 9 6 5 7 5 3 9 1 1]  mean = 4.75
data98: [5 1 4 9 7 5 2 9 4 4 5 7 7 8 1 9 1 2 6 6]  mean = 5.1
data99: [8 2 2 4 3 4 4 2 8 6 1 7 7 6 1 4 8 6 1 9]  mean = 4.65
data100: [9 6 9 5 7 8 9 8 8 2 4 3 7 2 7 7 5 5 3 8]  mean = 6.1
